word,machine,human,label,emotion_intensity_score
miracle,ọrụ ebube,ọrụ ebube,joy,0.742
mistrust,enweghị ntụkwasị obi,enweghị ntụkwasị obi,fear,0.5
eagerness,ịnụ ọkụ n'obi,ịnụ ọkụ n'obi,joy,0.552
marry,lụọ di,lụọ di,joy,0.676
disfigured,nkwarụ,nkwarụ,fear,0.625
janitor,onye nchacha,onye nchacha,disgust,0.289
impatient,enweghi ndidi,enweghi ndidi,fear,0.224
recovery,mgbake,mgbake,joy,0.312
vicious,obi ojoo,obi ọjọọ,disgust,0.719
possession,ihe onwunwe,ihe onwunwe,fear,0.406
hopelessness,enweghị olileanya,enweghị olileanya,disgust,0.438
leader,onye ndu,onye ndu,trust,0.68
easiest,kacha mfe,kacha mfe,trust,0.422
obstruct,igbochi,igbochi,fear,0.438
banished,chụpụrụ,chụpụrụ,fear,0.562
dysentery,ọnyụnyụ ọbara,ọnyụnyụ ọbara,sadness,0.593
toughness,isi ike,isi ike,fear,0.4
trip,njem,njem,surprise,0.281
entangled,kegidere,kegidere,anger,0.544
distrust,enweghị ntụkwasị obi,enweghị ntụkwasị obi,anger,0.516
mighty,dị ike,dị ike,trust,0.469
glorification,otuto,otuto,joy,0.733
suppress,gbochie,gbochie,sadness,0.297
shriek,iti mkpu,iti mkpu,surprise,0.719
implicate,gụnyere,gụnyere,anger,0.409
matchmaker,onye nchịkọta,onye nchịkọta,anticipation,0.57
patient,onye ndidi,onye ndidi,anticipation,0.328
scorn,nlelị,nlelị,anger,0.769
top,n'elu,n'elu,anticipation,0.398
tinsel,tinsel,kemgbuke,joy,0.359
victimized,mebiri,mebiri,surprise,0.523
eviction,nchụpụ,nchụpụ,disgust,0.383
moody,obi mgbawa,obi mgbawa,sadness,0.469
judgment,ikpe,ikpe,trust,0.469
slush,iwepụ,iwepụ,surprise,0.141
lace,lace,lesi,sadness,0.118
tax,ụtụ isi,ụtụ isi,sadness,0.142
harmony,nkwekọrịta,nkwekọrịta,joy,0.719
blob,blob,blọb,fear,0.5
contaminated,mmeru,mmeru,sadness,0.594
popularity,ewu ewu,ewu ewu,trust,0.492
award,onyinye,onyinye,joy,0.727
designation,nhọpụta,nhọpụta,trust,0.586
counsel,ndụmọdụ,ndụmọdụ,trust,0.656
destination,njedebe,njedebe,joy,0.281
hollow,oghere,oghere,sadness,0.234
deference,nkwanye ùgwù,nkwanye ùgwù,trust,0.414
moonstruck,ọkụ ọnwa,ọkụ ọnwa,surprise,0.727
deformed,nkwarụ,nkwarụ,disgust,0.68
reward,ugwo,ụgwọ,trust,0.508
explore,inyocha,inyocha,anticipation,0.695
affront,mkparị,mkparị,anger,0.403
gain,uru,uru,joy,0.288
rejection,ojuju,ọjụjụ,disgust,0.508
ori,isi,isi,trust,0.297
vendetta,vendetta,ihe ilu,sadness,0.594
conspirator,onye nkata,onye nkata,disgust,0.578
mathematical,mgbakọ na mwepụ,mgbakọ na mwepụ,trust,0.477
thrift,ichekwa ego,ichekwa ego,disgust,0.164
clearance,nwechapụ,nwechapụ,trust,0.398
shove,kpalie,kpalie,anger,0.672
ruinous,mbibi,mbibi,anger,0.825
rain,mmiri ozuzo,mmiri ozuzo,sadness,0.163
heartbreak,obi mgbawa,obi mgbawa,sadness,0.781
inimical,ekwesighi,ekwesighi,sadness,0.531
sentence,ikpe,ikpe,fear,0.266
treasure,akụ,akụ,joy,0.652
dislike,enweghị mmasị,enweghị mmasị,anger,0.469
beastly,anụ ọhịa,anụ ọhịa,fear,0.688
demonstrative,ngosi,ngosi,joy,0.25
firmness,iguzosi ike,iguzosi ike,trust,0.586
compassion,ọmịiko,ọmịiko,trust,0.759
aspiring,na -achọ,na -achọ,trust,0.539
cytomegalovirus,cytomegalovirus,virọsụ,sadness,0.5
sprite,sprite,spriti,fear,0.125
immediately,ozugbo,ozugbo,anticipation,0.469
christmas,ekeresimesi,ekeresimesi,joy,0.609
raving,na -egwu egwu,na -egwu egwu,anticipation,0.531
abduction,mgbatị,mgbatị,surprise,0.773
wishful,na -achọsi ike,na -achọsi ike,anticipation,0.672
tease,tiis,tiis,sadness,0.188
approve,kwado,kwado,trust,0.68
mill,igwe ihe,igwe ihe,anticipation,0.305
fill,jupụta,jupụta,trust,0.32
unfailing,adịghị ada ada,adịghị ada ada,trust,0.586
unfamiliar,amaghi,amaghi,fear,0.25
wear,eyi,eyi,trust,0.328
entertainment,ntụrụndụ,ntụrụndụ,surprise,0.359
snake,agwo,agwọ,fear,0.776
endangered,nọ n'ihe ize ndụ,nọ n'ihe ize ndụ,fear,0.656
ministry,ozi,ozi,trust,0.594
intolerant,anagideghi ihe,anagideghi ihe,disgust,0.531
supremacy,oke,oke,surprise,0.391
enchanted,enchanted,abụ,joy,0.781
marvelously,dị ebube,dị ebube,joy,0.881
soulless,enweghị mkpụrụ obi,enweghị mkpụrụ obi,disgust,0.68
esteem,nkwanye ugwu,nkwanye ugwu,sadness,0.172
slayer,ogbu mmadu,ogbu mmadu,disgust,0.555
dissolution,mgbasa,mgbasa,sadness,0.48
usurped,weghaara,weghaara,anger,0.453
exorcism,ịpụ apụ,ịpụ apụ,sadness,0.641
noregrets,ndị noregrets,ụta adịghị,joy,0.328
bouttime,oge,oge,joy,0.212
bully,iji ike emegbu mmadụ,iji ike emegbu mmadụ,sadness,0.578
displacency,nkwụsị,nkwụsị,disgust,0.414
wizard,ọkachamara,ọkachamara,anticipation,0.406
university,mahadum,mahadum,anticipation,0.406
perilous,dị egwu,dị egwu,sadness,0.641
visionary,onye ọhụụ,onye ọhụụ,joy,0.5
bath,ịsa ahụ,ịsa ahụ,joy,0.182
miracle,ọrụ ebube,ọrụ ebube,anticipation,0.633
rekindle,melite,melite,surprise,0.336
depreciated,belatara,belatara,anger,0.297
enliven,dị ndụ,dị ndụ,trust,0.445
hap,ewu,ewu,anticipation,0.383
subvert,ịgbaghari,ịgbaghari,sadness,0.384
woefully,ahụhụ,ahụhụ,disgust,0.398
latte,latté,late,joy,0.078
applause,kụrụ aka,kụrụ aka,trust,0.539
contamination,mmeru,mmeru,disgust,0.727
contemptible,eleda anya,eleda anya,disgust,0.625
eagerness,ịnụ ọkụ n'obi,ịnụ ọkụ n'obi,anticipation,0.812
consternation,mgbagwoju anya,oti mkpu,anger,0.592
wan,wan,enweghị mmasi,fear,0.281
sympathy,ọmịiko,ọmịiko,sadness,0.375
horror,egwu,egwu,anger,0.75
cancer,ọrịa kansa,ọrịa kansa,fear,0.828
slayer,ogbu mmadu,ogbu mmadụ,sadness,0.766
collapse,ida,ịda,disgust,0.422
glad,obi ụtọ,obi ụtọ,joy,0.781
flagrant,dị nkọ,dị nkọ,anger,0.455
grope,na -asọ asọ,na -asọ asọ,fear,0.453
stillborn,nwụrụ anwụ,nwụrụ anwụ,sadness,0.83
medical,ọgwụ,ọgwụ,anticipation,0.438
godisgreat,ebube,chidiebube,joy,0.721
tough,siri ike,siri ike,sadness,0.212
apologize,ịrịọ mgbaghara,ịrịọ mgbaghara,sadness,0.37
boxing,ịkụ ọkpọ,ịkụ ọkpọ,anger,0.394
rogue,onye aghụghọ,onye aghụghọ,disgust,0.297
supremacy,oke,ọnọdụ nkacha,anger,0.409
trance,trance,tranci,joy,0.246
wild,ohia,ọhịa,surprise,0.586
nepotism,onye iro,onye iro,disgust,0.484
godly,nke Chukwu,nke Chukwu,joy,0.514
cross,obe,obe,sadness,0.156
unspeakable,enweghị ike ịkọwa,enweghị ike ịkọwa,fear,0.453
averse,asị,asị,anger,0.338
imminent,dị nso,na-abịanụ,fear,0.345
laughs,ochi,ọchị,joy,0.75
launch,igba egbe,igba egbe,anticipation,0.641
confidence,obi ike,obi ike,anticipation,0.445
meddle,tinye onu,tinye ọnụ,anger,0.341
riotous,ọgba aghara,ọgba aghara,anger,0.734
obliteration,mkpochapu,mkpochapu,sadness,0.75
ambition,oké ọchịchọ,oké ọchịchọ,joy,0.578
malignancy,ajọ ọrịa,ajọ ọrịa,sadness,0.803
barbaric,arụrụala,arụrụala,fear,0.859
tea,tii,tii,joy,0.188
enchanting,enchanting,abụ,joy,0.828
godisgood,godisgood,chidimma,joy,0.597
ohno,nnoo,mba,fear,0.484
disobedience,nnupụisi,nnupụisi,disgust,0.359
dentistry,dọkịta ezé,dọkịta ezé,fear,0.375
malevolent,na -eme ihe ọjọọ,na -eme ihe ọjọọ,anger,0.721
revival,mmaliteghachi,mmaliteghachi,anticipation,0.625
dogsick,nkịta nkịta,ọrịa nkịta,disgust,0.57
secluded,zoro ezo,zoro ezo,sadness,0.453
humanitarian,ndi mmadu,ndi mmadu,anticipation,0.383
delinquent,onye isi ike,onye isi ike,anger,0.281
conjecture,ntule,ntule,anticipation,0.445
kill,gbuo,gbuo,sadness,0.797
darling,enyi m,enyi m,joy,0.578
wait,chere,chere,anticipation,0.523
reunion,njikọta,njikọta,anticipation,0.719
believing,ikwere,ikwere,trust,0.727
nascent,amalitela,amalitela,anticipation,0.5
grievance,iwe,iwe,sadness,0.53
lighten,mee ka ọ dị mfe,mee ka ọ dị mfe,joy,0.409
criminality,mpụ,mpụ,fear,0.642
ejaculation,ejaculation,ikwu okwu,joy,0.424
fain,daa,daa,trust,0.398
inspire,kpalie,kpalie,joy,0.594
encumbrance,isi ike,isi ike,anger,0.333
cringe,egwu egwu,egwu egwu,fear,0.578
disappointing,ndakpọ olileanya,ndakpọ olileanya,sadness,0.625
sacrifice,ịchụ aja,ịchụ aja,trust,0.477
violently,n'ike,n'ike,disgust,0.609
endemic,juru ebe nile,amaala,fear,0.484
terrible,egwu,egwu,sadness,0.578
lines,ahịrị,ahịrị,fear,0.031
opinionated,echiche,echiche,anger,0.359
checklist,ndepụta nyocha,ndepụta nyocha,trust,0.586
convince,kwenye,kwenye,trust,0.586
honor,nsọpụrụ,nsọpụrụ,trust,0.844
fulfillment,mmezu,mmezu,trust,0.664
massacre,mgbuchapụ,mgbuchapụ,anger,0.882
stifled,gbachiri nkịtị,gbachiri nkịtị,sadness,0.516
involution,ntinye aka,ntinye aka,anger,0.3
warfare,agha,agha,fear,0.859
spirits,mmụọ,mmụọ,surprise,0.414
neglected,eleghara anya,eleghara anya,anger,0.324
ship,ụgbọ mmiri,ụgbọ mmiri,anticipation,0.383
veracity,eziokwu,eziokwu,anticipation,0.445
congressman,onye omeiwu,onye omeiwu,trust,0.297
renovate,megharia,megharia,anticipation,0.453
exile,ije biri n'ala ọzọ,ije biri n'ala ọzọ,sadness,0.742
poisonous,nsi,nsi,anger,0.672
hulk,nko,ibu,disgust,0.25
obliging,na -akwụ ụgwọ,na -akwụ ụgwọ,joy,0.333
goodtimes,oge oma,oge ọma,joy,0.811
violent,na -eme ihe ike,na -eme ihe ike,anger,0.844
nightmare,nro nro,ajọ nrọ,fear,0.828
dismissal,mgbasa,mgbasa,disgust,0.352
forcibly,n'ike,n'ike,fear,0.7
beautiful,mara mma,mara mma,joy,0.781
rat,oke,oke,fear,0.484
madden,onye ara,onye ara,anger,0.719
faith,okwukwe,okwukwe,trust,0.742
senseless,nzuzu,enweghị isi,anger,0.297
misery,nhụsianya,nhụsianya,anger,0.547
romantic,ihunanya,ihunanya,joy,0.75
ransom,ihe mgbapụta,ihe mgbapụta,anger,0.438
mob,ìgwè mmadụ,ìgwè mmadụ,anger,0.538
manslaughter,igbu mmadu,igbu mmadu,fear,0.828
jungle,oke ohia,oke ọhịa,fear,0.219
score,Akara,Akara,anticipation,0.477
shitty,nzuzu,nzuzu,sadness,0.656
tantalizing,na -agbagwoju anya,na -agbagwoju anya,joy,0.572
blatant,ikwu eziokwu,ikwu eziokwu,disgust,0.367
accountability,ịza ajụjụ,ịza ajụjụ,trust,0.664
crumpled,gbajiri agbaji,gbajiri agbaji,trust,0.258
bastards,bastards,agụghị akwụkwọ,anger,0.741
haste,mee ọsọ ọsọ,mee ọsọ ọsọ,anticipation,0.523
grrr,grr,grr,anger,0.516
wealth,akụnụba,akụnụba,joy,0.422
dancing,ịgba egwu,ịgba egwu,joy,0.797
spur,kpalie,kpalie,fear,0.262
gracias,ekele,ekele,joy,0.554
cranky,cranky,agbakasị,anger,0.653
react,meghachi omume,meghachi omume,fear,0.25
ethereal,ethereal,etetirial,fear,0.328
destruction,mbibi,mbibi,anger,0.656
discourage,kụda mmụọ,kụda mmụọ,sadness,0.547
crushing,na -etipịa,na -etipịa,anger,0.735
insure,mkpuchi,mkpuchi,trust,0.57
suicide,igbu onwe onye,igbu onwe onye,anger,0.521
withstand,iguzogide,iguzogide,fear,0.197
glum,mgbada,mgbada,sadness,0.547
prohibited,machibidoro,machibidoro,disgust,0.281
shell,shei,shei,fear,0.172
approve,kwado,kwado,joy,0.453
isolate,ikewapụ,ikewapụ,sadness,0.703
poaching,n'ịchụ nta,n'ịchụ nta,anger,0.515
spit,gbụpụ ọnụ mmiri,gbụpụ ọnụ mmiri,disgust,0.57
forgotten,echefuru,echefuru,sadness,0.53
cheering,na -aeringụrị ọ .ụ,obi anwụrị,joy,0.859
chaos,ogbaaghara,ọgbaghara,anger,0.515
rejects,jụrụ,jụrụ,sadness,0.438
aspiration,ọchịchọ,ọchịchọ,anticipation,0.648
impeach,impeach,ebubo,fear,0.354
lover,onye hụrụ n'anya,onye hụrụ n'anya,trust,0.477
insolvent,emezughi,emezughi,sadness,0.422
reluctant,ekweghiekwe,ekweghiekwe,fear,0.297
discontinuity,nkwụsị,nkwụsị,fear,0.312
recession,nlaazu,nlaazu,fear,0.344
matrimony,alụmdi na nwunye,alụmdi na nwunye,anticipation,0.609
thrilling,na -akpali akpali,na -akpali akpali,joy,0.776
drown,rie,rie,fear,0.844
indecisive,obi abụọ,obi abụọ,anger,0.172
concordance,nkwekọrịta,nkwekọrịta,trust,0.562
bigot,onye isi ike,onye isi ike,disgust,0.859
treachery,aghụghọ,aghụghọ,sadness,0.848
combat,ọgụ,ọgụ,fear,0.728
uprising,ọgba aghara,ọgba aghara,fear,0.545
repay,kwụghachi,kwụghachi,trust,0.43
irrational,enweghị uche,enweghị uche,disgust,0.383
disagree,ekwenyeghi,ekwenyeghi,anger,0.389
coerce,mmanye,mmanye,fear,0.484
upheaval,ọgba aghara,ọgba aghara,sadness,0.453
eventuality,ihe omume,ihe omume,fear,0.141
hangry,iko mmanya,iko mmanya,anger,0.515
livid,livid,oke iwe,anger,0.821
witch,amoosu,amoosu,disgust,0.43
improve,melite,melite,joy,0.364
pensive,pensive,iwe,sadness,0.438
horrifying,na -emenye ụjọ,na -emenye ụjọ,fear,0.906
uncertain,ejighi n'aka,ejighi n'aka,fear,0.172
explode,gbawaa,gbawaa,surprise,0.906
inattention,akpachapụghị anya,akpachapụghị anya,anger,0.121
inheritance,ihe nketa,ihe nketa,trust,0.586
associate,na -akpakọrịta,na -akpakọrịta,trust,0.469
slam,slam,ikwachi n'ike,anger,0.803
auditor,onye nlekota ego,onye nlekota ego,fear,0.297
save,chekwaa,chekwaa,joy,0.2
nag,nag,ibamba,anger,0.394
oust,chụpụ,chụpụ,sadness,0.375
dementia,mgbaka,mgbaka,sadness,0.688
perspiration,ajirija,ajirija,disgust,0.469
duress,duress,ọnọdụ,disgust,0.5
harbor,ọdụ ụgbọ mmiri,ọdụ ụgbọ mmiri,trust,0.492
staticky,staticky,enweghị mgbanwe,anger,0.336
grim,ihe ojoo,ihe ọjọọ,disgust,0.516
indict,bo ebubo,bo ebubo,fear,0.469
rested,zuru ike,zuru ike,joy,0.281
impressionable,dị egwu,dị egwu,trust,0.43
ridiculous,mkpari,mkpari,anger,0.289
demise,onwu,ọnwụ,sadness,0.717
committed,mere,mere,trust,0.805
elimination,mkpochapu,mkpochapu,anger,0.456
suffocating,na -eku ume,mtọgbu,fear,0.858
digress,digress,kpafuo,anticipation,0.328
font,font,fọnt,trust,0.352
despair,obi nkoropụ,obi nkoropụ,anger,0.382
ram,ebule,ebule,anticipation,0.383
stun,iju,iju,surprise,0.711
gulp,gulp,iri ihe n'ike,fear,0.391
casualty,ihe mberede,ihe mberede,anger,0.594
frenzied,frenzied,egwu,anger,0.5
battered,e tiri ihe,e tiri ihe,sadness,0.734
raging,na -ewe iwe,na -ewe iwe,anger,0.896
manifestation,ngosipụta,ngosipụta,fear,0.531
praises,otuto,otuto,joy,0.652
voluptuous,obi ofufo,obi ofufo,joy,0.344
dangerous,dị ize ndụ,dị ize ndụ,fear,0.75
long,ogologo,ogologo,anticipation,0.406
vainly,n'efu,n'efu,sadness,0.091
inviting,na -akpọ oku,na -akpọ oku,joy,0.5
honeymoon,honiimuunu,honiimuunu,surprise,0.25
framework,etiti,etiti,trust,0.516
volunteer,onye oru afọ ofufo,onye oru afọ ofufo,trust,0.509
abuse,mmegbu,mmegbu,sadness,0.625
endless,enweghi ngwụcha,enweghi ngwụcha,trust,0.344
john,john,jọn,disgust,0.25
bestial,bestial,anụ ọhịa,fear,0.639
sordid,siri ike,siri ike,sadness,0.578
standoff,nkwụsị,nkwụsị,anger,0.576
poverty,ịda ogbenye,ịda ogbenye,fear,0.391
harbinger,onye na -ekwu okwu,onye na -ekwu okwu,fear,0.531
sectarian,ịrọ òtù,ịrọ òtù,fear,0.359
broke,mebiri,mebiri,sadness,0.484
disrespect,nkwanye ugwu,ajụrụ,anger,0.394
disappointed,ndakpọ olileanya,ndakpọ olileanya,disgust,0.328
announcement,ọkwa,ọkwa,anticipation,0.734
instructor,onye nkuzi,onye nkuzi,anticipation,0.297
bloodshed,mwụfu ọbara,mwụfu ọbara,anger,0.864
opponent,onye mmegide,onye mmegide,fear,0.312
clouded,urukpuru,urukpuru,sadness,0.312
coffin,akpati ozu,akpati ozu,sadness,0.672
irritating,na -akpasu iwe,na -akpasu iwe,disgust,0.375
glory,ebube,ebube,anticipation,0.547
annoyance,iwe,iwe,anger,0.422
perversion,gbagọrọ agbagọ,gbagọrọ agbagọ,disgust,0.758
improvise,kwalite,kwalite,anticipation,0.492
food,nri,nri,trust,0.336
positive,nke oma,nke ọma,joy,0.761
hatred,ịkpọasị,ịkpọasị,fear,0.703
indoctrination,indoctrination,nkwenye,fear,0.453
defamation,nkwutọ,nkwutọ,disgust,0.484
penalty,ntaramahụhụ,ntaramahụhụ,anger,0.484
wrongly,na ezighi ezi,na ezighi ezi,fear,0.328
assailant,mwakpo,mwakpo,anger,0.691
excitement,mkpali,mkpali,joy,0.922
adverse,oghom,ọghọm,fear,0.352
pessimism,enweghị nchekwube,enweghị nchekwube,fear,0.359
desecration,mmerụ,mmerụ,sadness,0.781
outsider,onye ala ọzọ,onye ala ọzọ,fear,0.413
selfworth,nnwere onwe,nnwere onwe,joy,0.484
festival,ememme,ememme,surprise,0.266
stroke,ọrịa strok,ọrịa strok,fear,0.656
diarrhoea,afọ ọsịsa,afọ ọsịsa,disgust,0.82
barrier,mgbochi,mgbochi,anger,0.287
mainstay,onye isi,onye isi,trust,0.602
ohgod,ohgod,oh chim,fear,0.453
persecution,mkpagbu,mkpagbu,fear,0.797
separatist,nkewa,nkewa,disgust,0.43
widow,nwanyị di ya nwụrụ,nwanyị di ya nwụrụ,sadness,0.697
scarcity,ụkọ,ụkọ,sadness,0.453
sadness,mwute,mwute,sadness,0.864
exalt,ebuli elu,ebuli elu,joy,0.636
sabotage,sabotage,ihe ọjọọ,surprise,0.719
winner,onye mmeri,onye mmeri,joy,0.636
unwashed,asachapụghị ya,asachapụghị ya,disgust,0.602
found,achọtara,achọtara,joy,0.258
treat,emeso,emeso,disgust,0.078
snarling,na -eti mkpu,na -eti mkpu,anger,0.697
perfection,izu oke,izu oke,joy,0.779
divorce,ịgba alụkwaghịm,ịgba alụkwaghịm,sadness,0.623
inexcusable,enweghị mgbaghara,enweghị mgbaghara,anger,0.641
impenetrable,agaghi agabiga,agaghi agabiga,trust,0.547
knots,mkpo,mkpo,fear,0.188
intimately,nso,mmekọrịta,anticipation,0.453
jackpot,jackpot,jakpọt,joy,0.641
unseat,anọdụghị ala,anọdụghị ala,sadness,0.281
favorite,ọkacha mmasị,ọkacha mmasị,trust,0.484
feelinggood,na -adị mma,na -adị mma,joy,0.734
elite,ọkaibe,ọkaibe,trust,0.438
disease,ọrịa,ọrịa,fear,0.688
magnificent,dị ebube,dị ebube,surprise,0.508
lightning,àmụmà,àmụmà,anger,0.189
trophy,iko,iko,anticipation,0.562
gross,jọrọ njọ,jọrọ njọ,disgust,0.719
oppress,mmegbu,mmegbu,fear,0.516
victory,mmeri,mmeri,trust,0.586
disturbance,nsogbu,nsogbu,anger,0.576
flurries,ihe mgbapụta,ihe mgbapụta,fear,0.266
coerce,mmanye,ọnọdụ,anger,0.379
wonder,ihe ijuanya,ihe ijuanya,surprise,0.523
hell,hell,ọkụ mmụọ,fear,0.86
nonsense,nzuzu,nzuzu,anger,0.25
romans,ndị Rom,ndị Rom,trust,0.312
disgruntled,ewe iwe,ewe iwe,anger,0.693
angermanagement,njikwa iwe,njikwa iwe,anger,0.469
zealous,na -anụ ọkụ n'obi,na -anụ ọkụ n'obi,trust,0.258
destruction,mbibi,mbibi,fear,0.797
brawl,ọgụ,ọgụ,fear,0.688
track,egwu,egwu,anticipation,0.375
horror,egwu,egwu,disgust,0.656
libel,ikwuto,ikwutọ,trust,0.219
rape,ndina n'ike,ndina n'ike,fear,0.87
irreconcilable,enweghị nkwekọrịta,enweghị nkwekọrịta,anger,0.543
wrecked,mebiri,mebiri,fear,0.703
ugly,jọrọ njọ,jọrọ njọ,disgust,0.648
affront,mkparị,mkparị,disgust,0.422
deliverance,nnapụta,nnapụta,trust,0.531
winnings,mmeri,mmeri,joy,0.609
scalpel,scalpel,mma,fear,0.5
holder,onye njide,onye njide,trust,0.344
languishing,na -ata ahụhụ,na -ata ahụhụ,fear,0.358
respects,nkwanye ugwu,nkwanye ugwu,trust,0.742
despise,nleda anya,nleda anya,disgust,0.57
fallout,dachapụ,dachapụ,sadness,0.469
attentive,na -ege ntị,na -ege ntị,trust,0.617
tactics,ụzọ,ụzọ,trust,0.352
vacation,ezumike,ezumike,anticipation,0.695
sopissed,obi ụtọ,iwe,anger,0.894
disability,nkwarụ,nkwarụ,sadness,0.648
occult,anwansi,anwansi,fear,0.559
exhaustion,ike ọgwụgwụ,ike ọgwụgwụ,anticipation,0.297
violence,ime ihe ike,ime ihe ike,fear,0.812
cement,ciment,ciment,anticipation,0.203
jerk,egwu,egwu,anger,0.621
fiesta,oriri,oriri,joy,0.773
malevolent,na -eme ihe ọjọọ,na -eme ihe ọjọọ,disgust,0.547
impermeable,enweghị ntụpọ,enweghị ntụpọ,anger,0.455
flirt,ịchụ nwoke,ịchụ nwoke,joy,0.594
mislead,duhie,duhie,sadness,0.297
cursing,ọbụbụ ọnụ,ọbụbụ ọnụ,anger,0.625
alarm,mkpu,mkpu,fear,0.688
misconception,echiche na -ezighi ezi,echiche na -ezighi ezi,fear,0.375
omnipotence,ike,ike,fear,0.406
devotional,ofufe,ofufe,joy,0.359
annoyed,were iwe,were iwe,anger,0.485
imprisonment,mkporo,mkpọrọ,disgust,0.602
hellish,hellish,ndị mmụọ ọjọọ,anger,0.781
noncompliance,nrube isi,nrube isi,anger,0.279
landslide,mbuze,mbuze,fear,0.625
flabby,ihe nzuzu,ihe nzuzu,disgust,0.555
murderer,ogbu mmadu,ogbu mmadụ,sadness,0.877
sickly,na -arịa ọrịa,na -arịa ọrịa,sadness,0.712
convict,ikpe,ikpe,fear,0.594
adviser,onye ndụmọdụ,onye ndụmọdụ,trust,0.688
destination,njedebe,njedebe,fear,0.109
addict,onye riri ahụ,mmarụ ahụ,trust,0.172
preclude,gbochie,gbochie,anger,0.188
beaches,osimiri,osimiri,joy,0.375
graduation,ngụsị akwụkwọ,ngụsị akwụkwọ,anticipation,0.633
noob,noob,enweghị ahụmahụ,anger,0.133
goblin,goblin,gọblin,fear,0.594
reconstruction,nwughari,nwughari,anticipation,0.438
bless,gozie,gozie,joy,0.561
policy,iwu,iwu,trust,0.508
firearms,ngwa ọgụ,ngwa ọgụ,fear,0.6
smelling,na -esi isi,na -esi isi,disgust,0.508
expulsion,nchụpụ,nchụpụ,anger,0.641
invader,onye mwakpo,onye mwakpo,fear,0.766
intimate,mmekorita,mmekorita,trust,0.634
accredited,nabatara,nabatara,trust,0.672
inspection,nnyocha,nnyocha,fear,0.483
badger,ewi,ewi,anger,0.406
frisky,frisky,egwuregwu,surprise,0.375
peaceofmind,udo udo,udo udo,joy,0.891
strangle,nyagbu,ndọgbu,anger,0.859
blindly,kpuru ìsì,kpuru ìsì,sadness,0.344
dayoff,nkwụsị,nkwụsị,joy,0.531
molestation,mmeko nwoke,mmeko nwoke,anger,0.742
sentence,ikpe,ikpe,sadness,0.234
treasurer,onye na -edebe ego,onye na -edebe ego,trust,0.562
obliterated,kpochapụrụ,kpochapụrụ,anger,0.894
equality,nha anya,nha anya,joy,0.394
denial,agugo,ịjụ,trust,0.242
vehement,nsogbu,nsogbu,fear,0.641
shrill,ujo,ụjọ,surprise,0.594
parole,parole,njekwa,anticipation,0.492
gunpowder,gunu,ntụ egbe,fear,0.562
bride,nwunye,nwunye,trust,0.531
exile,ije biri n'ala ọzọ,ije biri n'ala ọzọ,fear,0.516
luxury,okomoko,okomoko,joy,0.712
akin,akin,yiri,trust,0.414
fat,abụba,abụba,disgust,0.617
depreciation,iweda ego,iweda ego,fear,0.359
buss,ụgbọ ala,ụgbọ ala,joy,0.136
ranting,na -achị ọchị,itimkpu,anger,0.606
kind,obi oma,obi oma,trust,0.641
thankyougod,daalụugod,chukwu daalụ,joy,0.824
underpaid,akwụghị ụgwọ,akwụghị ụgwọ,sadness,0.438
brawl,ọgụ,ọgụ,anger,0.861
prevent,gbochie,gbochie,fear,0.125
thrill,mkpali,mkpali,surprise,0.68
agony,mgbu,mgbu,fear,0.75
frustrate,nkụda mmụọ,nkụda mmụọ,anger,0.604
captor,onye njide,onye njide,fear,0.531
argh,agh,agh,anger,0.391
sisterhood,nwanne nwanyị,nwanne nwanyị,sadness,0.125
duel,duel,agha,anger,0.422
partnership,mmekorita,mmekọrita,trust,0.789
indescribable,enweghị nkọwa,enweghị nkọwa,joy,0.397
synchronize,mekọrịta,mekọrịta,joy,0.329
heartily,nke obi,nke obi,joy,0.469
disinformation,mgbasa,mgbasa,anger,0.152
brothel,ụlọ akwụna,ụlọ akwụna,disgust,0.609
inheritance,ihe nketa,ihe nketa,joy,0.47
shaking,na -ama jijiji,na -ama jijiji,fear,0.531
goodnews,akụkọ ọma,akụkọ ọma,joy,0.703
discrimination,ịkpa oke,ịkpa oke,sadness,0.578
morality,ụkpụrụ omume,ụkpụrụ omume,trust,0.703
hawk,egbe,egbe,fear,0.125
insult,mkparị,mkparị,surprise,0.539
dontpanic,dontpanic,atụla ụjọ,fear,0.378
lush,lush,mara mma,sadness,0.109
infect,oria,ọrịa,disgust,0.617
connoisseur,onye maara ihe,onye maara ihe,trust,0.523
curse,ọbụbụ ọnụ,ọbụbụ ọnụ,disgust,0.43
invasion,mbuso agha,mbuso agha,anger,0.594
laurels,laurel,lọọ,joy,0.521
extricate,kpochapu,kpochapu,anticipation,0.461
mail,leta,meelu,anticipation,0.461
counted,agụọ,agụọ,trust,0.477
saintly,senti,senti,trust,0.633
pill,Erere,Erere,trust,0.312
risk,ihe egwu,ihe egwu,anticipation,0.578
ambition,oké ọchịchọ,oké ọchịchọ,anticipation,0.617
revival,mmaliteghachi,mmaliteghachi,joy,0.359
smuggler,onye na -agba ọgwụ mgbochi,onye na -agba ọgwụ mgbochi,fear,0.625
irreconcilable,enweghị nkwekọrịta,enweghị nkwekọrịta,sadness,0.594
abomination,ihe arụ,ihe arụ,fear,0.844
regatta,regatta,igba ọsọ na mmiri,anticipation,0.461
insufficiency,ezughi oke,ezughi oke,anger,0.167
orthodoxy,ozizi,ozizi,trust,0.445
