word,machine,human,label,emotion_intensity_score
inhuman,m,rashin mutuntaka,fear,0.625
sanctification,tsarkakewa,tsarkakewa,joy,0.364
acceptance,yarda,yarda,trust,0.68
incendiary,mai ƙonawa,mai ƙonawa,anger,0.533
hopeful,mai bege,mai bege,trust,0.633
positiveenergy,ingantaccen makamashi,ingantaccen makamashi,joy,0.742
unification,haɗin kai,haɗin kai,anticipation,0.477
bodyguard,mai gadi,mai gadi,trust,0.695
spinster,dan wasa,ɗan wasa,fear,0.25
deceitful,yaudara,yaudara,disgust,0.594
flatulence,kumburin ciki,kumburin ciki,disgust,0.781
sketching,zane,zane,joy,0.266
isolated,ware,ware,sadness,0.547
alien,dan hanya,ɗan hanya,fear,0.422
liberation,'yanci,'yanci,surprise,0.414
debt,bashi,bashi,sadness,0.391
petrify,petirit,ƙarshe,surprise,0.742
loo,loo,shadda,disgust,0.562
unnatural,m,ba na ɗabi'a ba,fear,0.422
dictatorship,mulkin kama -karya,mulkin kama -karya,fear,0.734
unintentionally,da gangan,da gangan,surprise,0.508
jurist,masanin shari'a,masanin shari'a,trust,0.562
powerless,m,rashin ƙarfi,anger,0.203
melodrama,melodrama,kurman wasan kwaikwayo,anger,0.212
persuade,lallashe,lallashe,trust,0.43
monogamy,auren mace daya,auren mace ɗaya,trust,0.688
pray,yi addu'a,yi addu'a,joy,0.469
incense,turare,turare,joy,0.234
dedication,sadaukarwa,sadaukarwa,trust,0.711
optimism,kyakkyawan fata,kyakkyawan fata,anticipation,0.625
makingdisciples,yin almajirai,yin almajirai,joy,0.136
melancholy,melancholy,jin baƙin ciki,sadness,0.621
degeneracy,degeneracy,lalacewa,anger,0.531
unsatisfactory,rashin gamsuwa,rashin gamsuwa,disgust,0.328
obliterate,shafewa,shafewa,fear,0.766
cement,siminti,siminti,anticipation,0.203
pivot,pivot,jagora,trust,0.297
mutilated,yanke jiki,yanke jiki,disgust,0.789
blunder,kuskure,kuskure,disgust,0.336
gallows,rataye,rataye,sadness,0.797
remove,cire,cire,anger,0.351
doomed,halaka,halaka,sadness,0.766
lagging,m,koma-baya,anticipation,0.18
palpitations,bugun zuciya,bugun zuciya,fear,0.484
blockade,toshewa,toshewa,fear,0.582
calm,kwantar da hankula,kwantar da hankula,joy,0.394
communion,tarayya,tarayya,trust,0.578
amphetamines,amphetamines,maganin ƙiba,disgust,0.398
laughs,yayi dariya,ya yi dariya,joy,0.75
examination,jarrabawa,jarrabawa,surprise,0.32
deadly,m,na haddasa mutuwa,fear,0.875
soulful,masu rai,masu rai,joy,0.5
tumour,ƙari,ƙari,fear,0.641
cruelly,zalunci,zalunci,fear,0.658
inheritance,gado,gado,trust,0.586
nigga,nigga,baƙar fata,trust,0.273
picket,picket,masu zanga-zanga,fear,0.25
imprudent,m,rashin fahimta,sadness,0.438
thrilled,burge,burge,joy,0.851
combatant,mayaƙi,mayaƙi,anger,0.636
theological,tauhidi,tauhidi,trust,0.461
glide,glide,yi shawagi,anticipation,0.477
shackle,dauri,ɗauri,anticipation,0.289
director,darekta,darekta,trust,0.445
variable,m,mai canzawa,surprise,0.484
martyrdom,shahada,shahada,fear,0.562
infamy,m,fitsararre,sadness,0.464
unanticipated,ba tsammani,ba tsammani,surprise,0.719
classical,na gargajiya,na gargajiya,joy,0.106
empty,komai,komai,sadness,0.364
cholera,kwalara,kwalara,fear,0.75
scarcity,karanci,ƙaranci,anger,0.35
worse,mafi muni,mafi muni,fear,0.484
synchronize,aiki tare,aiki tare,trust,0.5
nausea,tashin zuciya,tashin zuciya,disgust,0.711
visitor,baƙo,baƙo,anticipation,0.531
serene,kwanciyar hankali,kwanciyar hankali,joy,0.531
spider,gizo -gizo,gizo -gizo,fear,0.656
undying,m,dawwamamme,anticipation,0.359
hymn,waƙar yabo,waƙar yabo,anticipation,0.383
abject,m,nuna wulaƙanci,disgust,0.438
queasy,son zuciya,son zuciya,disgust,0.633
ribet,ribet,ɗaurewa,trust,0.289
infarct,infarct,gazawar samar da jini,surprise,0.492
defiance,bijirewa,bijirewa,anger,0.552
banshee,banshee,aljanar banshee,sadness,0.391
heritage,gado,gado,trust,0.547
gore,gore,zubar da jini,fear,0.734
smite,buga,buga,anger,0.862
feudalism,feudalism,tsarin feudalism,sadness,0.406
destroying,lalata,lalata,anger,0.844
corrupting,m,mai lalatarwa,anger,0.672
tragedies,bala'i,bala'i,fear,0.75
defect,lahani,lahani,anger,0.348
monk,sufi,sufi,trust,0.586
emergency,gaggawa,gaggawa,surprise,0.828
liberate,'yantarwa,'yantarwa,surprise,0.523
unhealthy,marasa lafiya,marasa lafiya,disgust,0.367
ohgod,ya allah,ya allah,fear,0.453
cyanide,cyanide,guba,fear,0.797
howl,kuka,kuka,sadness,0.5
dolphin,dabbar dolphin,dabbar dolphin,trust,0.367
rescue,ceto,ceto,surprise,0.547
alertness,jijjiga,jijjiga,surprise,0.5
sunk,nutse,nutse,sadness,0.426
attentionseeker,mai neman hankali,mai neman hankali,anger,0.25
newlife,sabuwar rayuwa,sabuwar rayuwa,joy,0.618
diary,littafin diary,diyari,joy,0.25
stress,danniya,danniya,fear,0.439
judiciary,bangaren shari'a,ɓangaren shari'a,anticipation,0.398
spider,gizo -gizo,gizo -gizo,disgust,0.461
umpire,alƙali,alƙali,trust,0.492
venomous,dafi,dafi,disgust,0.609
eeek,ku,ku,fear,0.562
dislike,ƙi,ƙi,disgust,0.406
bigot,girman kai,girman kai,anger,0.603
discriminating,nuna bambanci,nuna bambanci,disgust,0.555
kiss,sumbata,sumbata,surprise,0.312
wrongful,zalunci,zalunci,anger,0.441
shopkeeper,mai shago,mai shago,trust,0.422
typhoon,guguwa,guguwa,fear,0.656
banish,kore,kore,sadness,0.697
certified,bokan,shaida,trust,0.695
outbreak,ɓarkewa,ɓarkewa,fear,0.672
dumps,juji,juji,sadness,0.516
star,tauraro,tauraro,trust,0.391
harmful,mai cutarwa,mai cutarwa,disgust,0.562
violence,tashin hankali,tashin hankali,anger,0.742
assured,tabbatar,tabbatar,trust,0.625
mill,niƙa,niƙa,anticipation,0.305
depressive,danniya,danniya,sadness,0.75
stunned,mamaki,mamaki,fear,0.625
deteriorated,ya lalace,ya taɓarɓare,disgust,0.586
degrading,ƙasƙanci,ƙasƙanci,disgust,0.625
ineptitude,rashin hankali,rashin hankali,sadness,0.391
mistake,kuskure,kuskure,sadness,0.312
cradle,shimfiɗar jariri,shimfiɗar jariri,anticipation,0.375
atrophy,atrophy,motsewar jiki,fear,0.438
unpopular,maras so,maras so,disgust,0.227
precedence,fifiko,fifiko,trust,0.555
troublesome,matsala,matsala,fear,0.516
charity,sadaka,sadaka,joy,0.406
satisfying,mai gamsarwa,mai gamsarwa,joy,0.703
confiscate,kwace,ƙwace,sadness,0.453
journeyman,mai tafiya,mai tafiya,trust,0.453
hooray,hooray,kyau,joy,0.859
originality,asali,asali,surprise,0.422
retards,jinkiri,jinkiri,anger,0.562
vanished,ya ɓace,ya ɓace,sadness,0.695
unimpeachable,wanda ba a iya kusantarsa,wanda ba a iya kusantarsa,trust,0.617
scar,tabo,tabo,fear,0.406
violent,tashin hankali,tashin hankali,fear,0.812
annihilation,halaka,halaka,fear,0.875
horrible,m,mai razanawa,disgust,0.656
gore,gore,zubar da jini,anger,0.656
disdain,rainawa,rainawa,anger,0.719
miracle,mu'ujiza,mu'ujiza,joy,0.742
growth,girma,girma,joy,0.297
owing,saboda,saboda,disgust,0.203
animosity,ƙiyayya,ƙiyayya,fear,0.469
tribulation,tsanani,tsanani,sadness,0.453
asshole,mahaukaci,mahaukaci,anger,0.606
mamma,mamma,uwa,trust,0.641
accepting,yarda,yarda,trust,0.742
waiting,jira,jira,anticipation,0.664
broken,karye,karye,fear,0.531
frustrate,takaici,takaici,anger,0.604
deplorable,abin ƙyama,abin ƙyama,sadness,0.75
allegation,zargi,zargi,anger,0.531
tract,yanki,yanki,fear,0.188
uprising,tashin hankali,tashin hankali,anticipation,0.68
birth,haihuwa,haihuwa,joy,0.453
prediction,hasashen,hasashen,anticipation,0.695
lethal,m,mai haifar da kisa,fear,0.806
forewarned,gargadi,gargadi,anticipation,0.562
authentic,sahihi,sahihi,trust,0.75
pitfall,rami,rami,fear,0.562
dominate,mamaye,mamaye,fear,0.438
pesawat,pesawat,pesawat,trust,0.234
habitual,na al'ada,na al'ada,anticipation,0.266
spotless,marar tabo,marar tabo,trust,0.562
exam,jarrabawa,jarrabawa,fear,0.359
earthquake,girgizar ƙasa,girgizar ƙasa,fear,0.812
mother,uwa,uwa,joy,0.412
wrecked,fashe,fashe,fear,0.703
sanctuary,Wuri Mai Tsarki,mafaka,trust,0.703
backwards,baya,baya,disgust,0.297
dispossessed,mallaki,mallaki,anger,0.47
inauguration,kaddamarwa,ƙaddamarwa,trust,0.438
inauguration,kaddamarwa,ƙaddamarwa,anticipation,0.492
fain,fain,shiryawa,anticipation,0.445
apparition,bayyanar,bayyanar,fear,0.547
surreal,mika wuya,miƙa wuya,joy,0.5
correctness,daidai,daidai,trust,0.523
abundance,yawa,yawa,trust,0.57
rob,yi fashi,yi fashi,anger,0.431
surety,lamuni,lamuni,trust,0.617
swim,iyo,iyo,fear,0.125
art,fasaha,fasaha,surprise,0.172
moat,moat,gidan ruwa,trust,0.203
abomination,abin ƙyama,abin ƙyama,anger,0.844
absentee,ba ya nan,ba ya nan,sadness,0.348
sunny,rana,rana,anticipation,0.5
fitting,dacewa,dacewa,anticipation,0.445
abundant,mai yawa,mai yawa,joy,0.516
auspicious,m,mai alheri,anticipation,0.484
divan,divan,gado,trust,0.297
principal,babba,babba,trust,0.57
nothingbetter,babu komai,babu komai,joy,0.647
friction,gogayya,gogayya,anger,0.47
prospectively,mai hangen nesa,mai hangen nesa,anticipation,0.57
favorable,m,na taimako,surprise,0.297
passion,sha’awa,sha’awa,trust,0.469
infestation,infestation,dandazon ƙwari,disgust,0.852
sinner,mai zunubi,mai zunubi,anger,0.331
vote,jefa ƙuri'a,jefa ƙuri'a,surprise,0.125
strangle,makure,maƙure,surprise,0.609
unfulfilled,wanda bai cika ba,wanda bai cika ba,surprise,0.195
misguided,bata,ɓata,disgust,0.195
trickery,wayo,wayo,disgust,0.43
marriage,aure,aure,trust,0.695
toxic,mai guba,mai guba,disgust,0.773
inattention,rashin kulawa,rashin kulawa,anger,0.121
dispossessed,mallaki,mallaki,fear,0.578
crushing,murkushewa,murƙushewa,disgust,0.398
insufficiency,kasawa,kasawa,anger,0.167
lord,ubangiji,ubangiji,joy,0.312
gahhh,gahh,gahhh,anger,0.439
socialism,gurguzanci,gurguzanci,disgust,0.414
celebration,bikin,biki,surprise,0.539
succeeding,nasara,nasara,joy,0.576
defended,kare,kare,trust,0.656
recidivism,sake dawowa,sake dawowa,sadness,0.469
theft,sata,sata,anger,0.621
approved,yarda,yarda,trust,0.633
abortion,zubar da ciki,zubar da ciki,disgust,0.656
uncanny,aljanu,aljanu,fear,0.266
parachute,parachute,laima,fear,0.344
raging,fushi,fushi,fear,0.641
whatmakesmesmile,abin da ke da daɗi,abin da ke da daɗi,joy,0.811
clap,tafada,tafa,trust,0.344
gloom,duhu,duhu,sadness,0.625
aspire,buri,buri,anticipation,0.719
rave,rave,liyafa da shaye-shaye,joy,0.706
sucks,tsotsa,tsotsa,sadness,0.375
hiss,harara,harara,anger,0.328
credit,daraja,daraja,trust,0.516
grotesque,m,mummuna,disgust,0.82
proof,hujja,hujja,trust,0.703
ecstatic,farin ciki,farin ciki,anticipation,0.688
winner,mai nasara,mai nasara,surprise,0.547
disappoint,kunyata,kunyata,sadness,0.609
wreck,rushewa,rushewa,disgust,0.492
gall,gall,rashin kunya,anger,0.47
shaky,girgiza,girgiza,anger,0.344
banker,ma'aikacin banki,ma'aikacin banki,trust,0.352
auspicious,m,mai alheri,joy,0.391
neighborhood,unguwa,unguwa,anticipation,0.266
tactics,dabara,dabara,fear,0.219
lover,masoyi,masoyi,joy,0.719
disapprove,rashin yarda,rashin yarda,sadness,0.453
lash,lash,bulala,fear,0.484
mandarin,mandarin,harshen Mandarin,trust,0.297
hateyou,ki jininka,ƙi jininka,anger,0.818
majestic,mai girma,mai girma,anticipation,0.578
hunting,farauta,farauta,fear,0.5
aspire,buri,buri,trust,0.492
execution,kisa,kisa,sadness,0.859
entangled,a haɗe,a haɗe,anger,0.544
grandchildren,jikoki,jikoki,anticipation,0.539
biggestfear,babban tsoro,babban tsoro,fear,0.797
envy,hassada,hassada,trust,0.219
rain,ruwan sama,ruwan sama,sadness,0.163
romance,soyayya,soyayya,fear,0.031
violation,cin zarafi,cin zarafi,sadness,0.594
adore,kauna,ƙauna,joy,0.667
teach,koyar,koyar,trust,0.617
fortune,arziki,arziki,anticipation,0.656
sequel,mabiyi,mabiyi,anticipation,0.586
lunatic,mahaukaci,mahaukaci,fear,0.656
landslide,zaftarewar kasa,zaftarewar ƙasa,sadness,0.375
whatdoido,me zan yi,me zan yi,fear,0.391
scorpion,kunama,kunama,disgust,0.391
conjure,conjure,yi dabo,anticipation,0.484
precious,mai daraja,mai daraja,anticipation,0.516
cyclone,guguwa,guguwa,fear,0.688
distress,damuwa,damuwa,disgust,0.508
restlessness,rashin kwanciyar hankali,rashin kwanciyar hankali,anticipation,0.57
wicked,mugu,mugu,fear,0.625
frighten,tsorata,tsorata,surprise,0.875
nurture,renon,renon,disgust,0.117
stink,wari,wari,disgust,0.516
death,mutuwa,mutuwa,fear,0.843
fulfill,cika,cika,joy,0.664
rating,daraja,daraja,fear,0.25
regurgitation,regurgitation,haraswa,disgust,0.766
brightens,yayi haske,ya yi haske,joy,0.682
illegal,haram,haram,sadness,0.469
inseparable,wanda baya rabuwa,wanda baya rabuwa,trust,0.531
nostalgic,nostalgic,na begen baya,joy,0.439
efficient,m,mai inganci,trust,0.594
bases,tushe,tushe,fear,0.156
intolerance,rashin haƙuri,rashin haƙuri,anger,0.469
overpriced,tsada,tsada,disgust,0.312
tuesday,Talata,Talata,joy,0.047
blissful,ni'ima,ni'ima,joy,0.879
scarecrow,tsorata,tsorata,fear,0.391
woefully,wahala,wahala,sadness,0.672
yelp,yelp,haushi,surprise,0.516
haughty,masu girman kai,masu girman kai,anger,0.456
endless,mara iyaka,mara iyaka,fear,0.297
indecent,m,rashin mutunci,disgust,0.562
incurable,maras magani,maras magani,sadness,0.703
departure,tashi,tashi,sadness,0.438
disastrous,m,mai bala'i,anger,0.72
addict,mai shan tabar wiwi,jaraba,trust,0.172
eager,m,alla-alla,joy,0.438
patient,mai haƙuri,mai haƙuri,anticipation,0.328
hemorrhage,zubar jini,zubar jini,sadness,0.75
infidelity,kafirci,kafirci,sadness,0.688
passion,sha’awa,sha’awa,anticipation,0.633
punishment,azaba,azaba,anger,0.547
paragon,paragon,abin koyi,anticipation,0.352
disgusting,abin ƙyama,abin ƙyama,anger,0.636
labor,aiki,aiki,anticipation,0.383
heavens,sammai,sammai,joy,0.779
policeman,dan sanda,ɗan sanda,trust,0.477
gaping,gaping,wagege,anticipation,0.492
melancholic,melancholic,jin ɓacin rai,sadness,0.591
instinctive,ilhami,ilhami,anger,0.112
consecration,keɓewa,keɓewa,anticipation,0.352
prick,tsinke,tsinke,fear,0.438
govern,mulki,mulki,trust,0.547
demise,mutu,mutu,sadness,0.717
newday,sabuwar ranar,sabuwar rana,joy,0.438
begun,fara,fara,anticipation,0.516
scoundrel,dan iska,ɗan iska,disgust,0.562
retribution,azaba,azaba,sadness,0.424
trusted,amintacce,amintacce,trust,0.883
apologize,yi hakuri,yi haƙuri,trust,0.477
independence,'yancin kai,'yancin kai,anticipation,0.562
spa,wurin dima jiki,wurin ɗima jiki,joy,0.333
sensuality,lalata,lalata,anticipation,0.516
liberty,'yanci,'yanci,anticipation,0.555
illumination,haske,haske,surprise,0.477
stomach,ciki,ciki,disgust,0.312
shriek,kururuwa,kururuwa,anger,0.316
start,fara,fara,anticipation,0.75
hire,haya,haya,joy,0.203
unattractive,maras kyau,maras kyau,disgust,0.555
wreck,rushewa,rushewa,anger,0.578
ruined,lalace,lalace,anger,0.545
riot,tarzoma,tarzoma,fear,0.766
cemetery,makabarta,maƙabarta,sadness,0.766
criminal,mai laifi,mai laifi,disgust,0.477
miserable,abin bakin ciki,abin bakin ciki,disgust,0.547
culinary,dafuwa,dafuwa,trust,0.383
gofuckyourself,kashe kanku,kashe kanku,anger,0.886
coy,kayi,kayi,fear,0.162
crushed,murkushe,murƙushe,anger,0.672
wisdom,hikima,hikima,trust,0.789
distracted,shagala,shagala,anger,0.197
malicious,mugu,mugu,disgust,0.617
oppression,zalunci,zalunci,disgust,0.656
vehement,zafi,zafi,fear,0.641
bloodshed,zubar da jini,zubar da jini,disgust,0.714
vendetta,makwabta,maƙwabta,fear,0.703
pact,yarjejeniya,yarjejeniya,trust,0.695
dare,kuskure,kuskure,trust,0.258
neglected,sakaci,sakaci,disgust,0.414
peepul,peepul,bishiyar bo,trust,0.219
blessing,albarka,albarka,joy,0.844
gorgeous,kwazazzabo,kwazazzabo,joy,0.625
bum,bum,mutum marar gida,sadness,0.438
leukemia,cutar sankarar bargo,cutar sankarar ɓargo,sadness,0.797
commemorate,tunawa,tunawa,joy,0.453
evanescence,evanescence,ɓacewa,sadness,0.312
banshee,banshee,aljanar banshee,disgust,0.469
celebrations,bukukuwa,bukukuwa,joy,0.833
accident,hatsari,hatsari,sadness,0.516
peace,zaman lafiya,zaman lafiya,trust,0.602
unkind,m,rashin kirki,anger,0.515
admire,yaba,yaba,trust,0.703
organization,kungiya,ƙungiya,trust,0.516
remarkable,abin mamaki,abin mamaki,surprise,0.5
stupidity,wauta,wauta,anger,0.438
enforce,tilasta,tilasta,fear,0.516
ecstasy,farin ciki,farin ciki,joy,0.906
neutrality,tsaka tsaki,tsaka-tsaki,trust,0.43
deadly,m,na haddasa mutuwa,disgust,0.664
grating,grating,sauti mai tsauri,disgust,0.469
makesmehappy,sa farin ciki,sa farin ciki,joy,0.922
girder,girder,babban ƙarfe,trust,0.32
demoralized,raunin zuciya,raunin zuciya,sadness,0.781
cursing,la'anta,la'anta,anger,0.625
lovemaking,soyayya,soyayya,joy,0.812
perished,halaka,halaka,sadness,0.797
indecisive,mara yanke shawara,mara yanke shawara,anger,0.172
revulsion,tayar da hankali,tayar da hankali,disgust,0.766
birch,birch,bishiyar aljanu,anger,0.135
doomsday,ranar alkiyama,ranar alƙiyama,fear,0.828
worsening,muni,muni,disgust,0.398
cruising,yawo,yawo,joy,0.556
socially,na zamantakewa,na zamantakewa,trust,0.461
iniquity,zalunci,zalunci,disgust,0.445
prudent,m,fahimta,trust,0.547
heft,heft,girma,fear,0.219
admiration,sha'awa,sha'awa,surprise,0.328
sarcoma,sarcoma,ciwon daji,sadness,0.797
mountain,dutse,dutse,joy,0.25
pho,pho,miya,joy,0.212
poison,guba,guba,sadness,0.672
exuberance,farin ciki,farin ciki,joy,0.922
pique,bukin,bukin,anger,0.391
picketing,cin duri,rashin yarda,anger,0.456
expectant,mai tsammanin,mai tsammanin,anticipation,0.789
general,janar,janar,trust,0.375
uninspired,ba a yi wahayi ba,ba a yi wahayi ba,sadness,0.344
courage,ƙarfin hali,ƙarfin hali,trust,0.695
disease,cuta,cuta,disgust,0.688
fret,damuwa,damuwa,fear,0.469
clean,tsabta,tsabta,trust,0.484
disclaim,karyata,ƙaryata,trust,0.367
agh,agh,agh,anger,0.281
senile,tsofaffi,tsofaffi,fear,0.547
attack,kai hari,kai hari,anger,0.853
admire,yaba,yaba,surprise,0.266
scar,tabo,tabo,anger,0.422
pest,kwaro,ƙwaro,disgust,0.508
statistical,kididdiga,ƙididdiga,trust,0.445
gonorrhea,gonorrhea,guloriya,sadness,0.5
weigh,auna,auna,anticipation,0.414
diversion,shagala,shagala,surprise,0.5
deportation,fitarwa,fitarwa,fear,0.517
god,allah,Allah,fear,0.094
betray,cin amana,cin amana,sadness,0.594
assailant,maharin,maharin,fear,0.703
darkness,duhu,duhu,anger,0.227
noncompliance,rashin biyayya,rashin biyayya,sadness,0.375
disintegrate,wargajewa,wargajewa,fear,0.609
award,lambar yabo,lambar yabo,surprise,0.352
calf,maraƙi,maraƙi,joy,0.04
draining,malala,malala,sadness,0.424
unpleasant,m,marar daɗi,disgust,0.477
annulment,sokewa,sokewa,sadness,0.44
pernicious,m,mai illa sannu-a-hankali,sadness,0.469
twitchy,twitchy,juyayi,anger,0.287
stifled,takura,takura,sadness,0.516
worthless,banza,banza,anger,0.438
disagreeing,sabani,saɓani,anger,0.453
hate,ƙiyayya,ƙiyayya,sadness,0.656
debacle,lalata,lalata,sadness,0.609
practise,yi,gwaji,anticipation,0.508
scourge,bulala,bulala,sadness,0.641
competent,m,gwani,trust,0.688
sex,jima'i,jima'i,joy,0.622
dontunderstand,dontun fahimta,dontun fahimta,anger,0.242
disturbance,tashin hankali,tashin hankali,sadness,0.484
thankyougod,na gode,na gode,joy,0.824
dumfounder,dumfounder,tsananin mamaki,surprise,0.695
taint,lalata,lalata,sadness,0.281
celebrity,shahararre,shahararre,trust,0.273
deflate,ɓata,ɓata,sadness,0.438
spew,zagi,zagi,disgust,0.641
hostilities,tashin hankali,tashin hankali,fear,0.586
depressing,depressing,mai sa damuwa,sadness,0.906
laugh,dariya,dariya,surprise,0.258
confidentially,sirri,sirri,trust,0.727
precarious,m,mai haɗari,anticipation,0.578
impolite,rashin mutunci,rashin mutunci,disgust,0.266
withdraw,janye,janye,sadness,0.375
corrosive,mai lalata,mai lalata,fear,0.636
extermination,wargajewa,wargajewa,anger,0.824
pandemic,annoba,annoba,sadness,0.75
latent,latent,mai yiwuwa,anticipation,0.273
painful,mai zafi,mai zafi,disgust,0.531
casualty,wanda aka kashe,wanda aka kashe,fear,0.719
sordid,m,marar kyau,sadness,0.578
derogation,wulakanci,wulaƙanci,fear,0.547
kill,kashe,kashe,sadness,0.797
scoundrel,dan iska,ɗan iska,anger,0.682
storming,hadari,mai kyau sosai,anger,0.594
restrained,ƙuntatawa,ƙuntatawa,fear,0.594
heavenly,na sama,na sama,trust,0.57
mademyday,mademyday,ya yi min rana,joy,0.848
harmoniously,cikin jituwa,cikin jituwa,trust,0.672
leader,shugaba,shugaba,trust,0.68
squeamish,kururuwa,kururuwa,disgust,0.578
conglomerate,haɗin kai,haɗin kai,trust,0.414
damn,Tsine,tsine,disgust,0.359
goodday,ina kwana,ina kwana,joy,0.734
sin,zunubi,zunubi,sadness,0.516
wasteful,m,almubazzaranci,sadness,0.25
clown,wawa,wawa,fear,0.125
ordination,nadawa,naɗawa,joy,0.234
suicidal,kashe kansa,kashe kansa,sadness,0.941
immorality,lalata,lalata,anger,0.382
jurisprudence,fikihu,fiƙihu,sadness,0.273
princely,yarima,yarima,trust,0.531
drab,zagi,zagi,sadness,0.42
illegal,haram,haram,disgust,0.43
constraint,ƙuntatawa,ƙuntatawa,anger,0.455
mislead,yaudara,yaudara,sadness,0.297
readiness,shiri,shiri,joy,0.473
adjust,daidaita,daidaita,trust,0.375
squirm,kumbura,kumbura,disgust,0.492
wickedness,mugunta,mugunta,disgust,0.555
aku,aku,buɗe,trust,0.242
movies,fina -finai,finafinai,joy,0.393
scarcity,karanci,ƙaranci,fear,0.438
ransom,fansa,fansa,anger,0.438
vacation,hutu,hutu,anticipation,0.695
vindicate,ba da gaskiya,ba da gaskiya,anger,0.371
locate,gano wuri,gano wuri,fear,0.094
brawl,faɗa,faɗa,fear,0.688
buzzing,buzzing,ƙara kaɗan,joy,0.281
slur,slur,maganar wulaƙanci,anger,0.596
orphan,maraya,maraya,sadness,0.734
wince,giya,giya,anger,0.303
unsurpassed,mara kyau,mara kyau,anticipation,0.469
godisgood,godiya,godiya,joy,0.597
repute,girmama,girmama,trust,0.336
deserve,cancanci,cancanci,anticipation,0.602
oppressor,azzalumi,azzalumi,sadness,0.703
suspicious,m,na zargi,anger,0.484
immorality,lalata,lalata,disgust,0.477
malaria,zazzabin cizon sauro,zazzaɓin cizon sauro,disgust,0.781
purely,zalla,zalla,trust,0.477
impart,ba da,ba da,trust,0.445
tirade,tirade,la'anta,anger,0.859
poison,guba,guba,fear,0.797
suspicious,m,na zargi,anticipation,0.547
soothe,kwantar da hankali,kwantar da hankali,joy,0.47
nefarious,m,mugun aiki,sadness,0.546
laudatory,godiya,godiya,trust,0.492
justthebeginning,kawai fara,kawai fara,anger,0.152
annoy,haushi,haushi,anger,0.52
mucked,murkushe,murƙushe,anger,0.438
toocold,da yawa,da yawa,sadness,0.297
tremor,rawar jiki,rawar jiki,sadness,0.359
sweets,Sweets,alawa,joy,0.562
anxiety,damuwa,damuwa,fear,0.594
picnic,wasan kwaikwayo,wasan kwaikwayo,joy,0.394
deprived,hana,hana,sadness,0.594
loom,loom,barazana,anticipation,0.516
mockery,izgili,izgili,disgust,0.477
concealment,boyewa,ɓoyewa,fear,0.391
waterfall,ruwa,ruwa,joy,0.453
polio,cutar shan inna,cutar shan inna,fear,0.562
profanity,lalata,lalata,anger,0.673
aneka,ina,ina,trust,0.352
inflict,cutarwa,cutarwa,anger,0.633
tumultuous,tashin hankali,tashin hankali,anger,0.844
possession,mallaka,mallaka,disgust,0.18
cowardice,matsorata,matsorata,sadness,0.652
dealt,ma'amala,ma'amala,trust,0.344
slave,bawa,bawa,sadness,0.797
infectious,mai kamuwa da cuta,mai kamuwa da cuta,sadness,0.483
spaz,spaz,wawa,fear,0.391
dire,dire,marar inganci,fear,0.578
dealings,mu'amala,mu'amala,trust,0.422
shock,girgiza,girgiza,disgust,0.375
privy,sirri,sirri,trust,0.492
slander,ƙiren ƙarya,ƙiren ƙarya,disgust,0.609
weirdo,weirdo,baƙon abu,fear,0.328
theory,ka'idar,ra'i,trust,0.328
hopeless,bege,yanke ƙauna,trust,0.203
unpaid,wanda ba a biya ba,wanda ba a biya ba,sadness,0.125
decry,decry,la'anta,anger,0.548
sonice,sonice,sautin igiyar ruwa,joy,0.455
prodigious,prodigious,ƙatoto,surprise,0.336
litigate,yi kara,yi ƙara,anticipation,0.5
blighted,blighted,mummunan tasiri,disgust,0.523
found,samu,samu,trust,0.484
jarring,jarring,firgitar jiki,fear,0.531
overrun,mamaye,mamaye,anger,0.429
hit,buga,buga,anger,0.667
vitality,mahimmanci,mahimmanci,trust,0.562
achievement,nasara,nasara,trust,0.625
omgomgomg,omgomgomg,wayyo Allah,fear,0.453
appreciated,yaba,yaba,joy,0.682
deadline,ranar ƙarshe,ranar ƙarshe,fear,0.312
parole,magana,yin afuwa,anticipation,0.492
generosity,karimci,karimci,surprise,0.305
transitional,na wucin gadi,na wucin-gadi,anticipation,0.508
pandemic,annoba,annoba,fear,0.664
shelter,mafaka,mafaka,trust,0.578
thriving,bunƙasa,bunƙasa,joy,0.719
crouch,durƙusa,durƙusa,fear,0.266
disconnect,cire haɗin,gazawar fahimta,sadness,0.359
irritating,m,mai ban haushi,disgust,0.375
inoperative,rashin aiki,rashin aiki,anger,0.266
friday,juma'a,juma'a,joy,0.455
staticky,staticky,rashin motsi,anger,0.336
stretcher,shimfiɗa,shimfiɗa,fear,0.406
seals,hatimi,hatimai,trust,0.352
level,matakin,matakin,trust,0.453
virtuous,nagarta,nagarta,trust,0.719
overbearing,mai wuce gona da iri,mai wuce gona da iri,anger,0.547
endorse,yarda,yarda,trust,0.633
bursary,bursary,ɓangaren kuɗi,trust,0.367
rationality,hankali,hankali,fear,0.141
witchcraft,maita,maita,fear,0.703
warn,yi gargaɗi,yi gargaɗi,anticipation,0.547
upheaval,tashin hankali,tashin hankali,fear,0.703
insidious,m,mai illa mai cutarwa,disgust,0.773
intuitively,da ilhama,da ilhama,anticipation,0.5
litigate,yi kara,yi ƙara,fear,0.312
pain,zafi,zafi,fear,0.594
ally,abokin tarayya,abokin tarayya,trust,0.75
superman,babban mutum,babban mutum,joy,0.312
