word,label
dí kókó,negative
ba ilu je,negative
eduwa,positive
àfòyà,positive
ìgbẹ́,negative
darapo,positive
nire,positive
ète,negative
begi dínà,negative
bolekaja,negative
ote,negative
wọ́n,negative
lase,positive
latileyin,positive
sèbínú,negative
mọlọ́run,positive
omíyalé,negative
fìtìnátì,negative
àléébù,negative
ṣìkà,negative
larí mọ́,negative
igbayegbadun,positive
ori yin o pe,positive
fẹnu gbó,negative
lagbọ́n,positive
oríadé,positive
aku iyedun,positive
mo re,positive
o ma se,negative
bú ramúramù,negative
sun,positive
onya,negative
òla,positive
kò ní dáa,negative
olore,positive
ru igi oyin,negative
rọ́wọ́ họrí,positive
aijerebi,negative
ọ̀rẹ́ ọ̀wọ́n,positive
padà òṣì ọrùn,negative
emi gigun,positive
pe ye,positive
dára,positive
adigunjale,negative
àfojúdi,negative
ofintoto,negative
sòwà nú,negative
ojú ń kán,negative
onirinkurin,negative
olódùtómarè,positive
ibi gíga,positive
ìjà,negative
modup,positive
ẹ̀bùrú,negative
ló ba ìbáṣepọ̀ ìṣòwò orin láàárín fẹlá àti gbajúgbajà iléeṣẹ́ orin decca jẹ́,negative
soun nla,positive
jẹjẹrẹ ọpọlọ,negative
aise dede,negative
kóṣì bérò,negative
isura,positive
nira,negative
ẹ ṣeun,positive
dídún,positive
ó ṣe,positive
asiri tu,negative
dáradára,positive
barika,positive
ìbáwí,positive
òpùrọ́,negative
ńmọ́,positive
òkóbóo,negative
kanminu,negative
pààyàn,negative
aseyisemi,positive
láìgbọkọ,negative
ero oloro,negative
kojú oro,negative
ekù odûn,positive
jàmbá,negative
oji ire,positive
dindinrin,negative
owókówó,negative
omolafe,positive
asode dero,positive
fadura,positive
iwájú,positive
ó di gbére,negative
waja,negative
ko lali,negative
ojoojo,negative
ṣèfà,positive
gidigan,positive
bemi,positive
boseere,positive
jọ̀wọ́,positive
alágbára,positive
rúwé,positive
ọ̀rún ya,negative
su,negative
àṣeyè,positive
gbajoba,negative
adupe,positive
bale ejo,negative
ko ma ragba,negative
yàgò,negative
ìgbóná,negative
àpónléara,positive
alágbára má mèrò,negative
alawurabi,positive
kò tẹ́ wọn lọ́rùn,negative
àgbájowó,positive
le koko,negative
otelemuye,positive
kó o bá,negative
erú,negative
ẹ dáná sun,negative
igídá,negative
ògún,negative
òògùn,negative
olá,positive
ìsọdodo,positive
ominú,negative
lese,negative
pipe,positive
kù díẹ̀ kíàtó,negative
lèdùà,positive
anuoluwaposi,positive
kí n jó,positive
emo,negative
ṣòkùnkùn,negative
ose,positive
ẹ ṣé,positive
tójó,negative
olóòtó,positive
idẹwò,negative
ikuipata,negative
ara wọn náà ni yóò máa jẹ́ra wọn,negative
tuṣẹ,positive
ya,positive
ìgbàgbọ́ asán,negative
àìlèsọ̀rọ̀,negative
yera,negative
ọ̀lẹ,negative
ikuna,negative
sise,negative
alátojúbọ̀,negative
aláìmọ̀kanmọ̀kan,negative
dóró,negative
jora,negative
farabale,positive
rú,positive
ran wa lowo,positive
lejò,negative
